iteration;train_RMSE;val_RMSE
0;54.889666270332874;54.93510913655989
1;52.3262873833271;52.38620910607259
2;49.89976936609283;49.97507740373837
3;47.60039616839476;47.69318272387765
4;45.421930712075984;45.53250879954001
5;43.36394142547086;43.493653434282805
6;41.40741327581379;41.55731375144392
7;39.55270033733758;39.72336719727492
8;37.80625142216467;38.00020561033655
9;36.14924303138158;36.3646721604866
10;34.58724276427405;34.83036658759356
11;33.106969081090845;33.37551460082346
12;31.713082665103272;32.00767521954512
13;30.400033133534208;30.724762933127767
14;29.160771100109258;29.51512885002431
15;27.98631509440524;28.369426547010644
16;26.88732117193931;27.303003293618094
17;25.850561515950726;26.300785826664267
18;24.87740811117792;25.35964647940601
19;23.962126790688792;24.4792674214677
20;23.104256996803013;23.654344395326866
21;22.293983009507006;22.879567208142525
22;21.539685335961607;22.160495133210063
23;20.835579638929808;21.49360492204614
24;20.174278498145835;20.869880338123806
25;19.559880942340882;20.29154451397624
26;18.98209169313155;19.749719054285357
27;18.44899939060367;19.25226084531466
28;17.94737983411751;18.786591818812745
29;17.48364374635735;18.356860338414457
30;17.05261189145692;17.96014224085903
31;16.652154450851196;17.594480013593305
32;16.27857951692955;17.25261165660936
33;15.936800220215945;16.94283881403874
34;15.620559154678746;16.65751865972581
35;15.33014985056499;16.398532296030325
36;15.057691092080535;16.15667940256821
37;14.805726750170038;15.932667825830363
38;14.574143742856291;15.727210564879606
39;14.359596791102671;15.538090701036825
40;14.162856546587705;15.364981470177856
41;13.986231162514406;15.212373040422468
42;13.82169764485002;15.069681883558259
43;13.668669755064913;14.936367053920497
44;13.527700094554145;14.815710490767858
45;13.400160414407265;14.707296769604305
46;13.280904858976239;14.607520292326926
47;13.172601453399748;14.515507058674478
48;13.074751208156938;14.433332798685207
49;12.9822006468304;14.35603438604929
50;12.897516067002341;14.287025386631237
51;12.821399792276814;14.224585192746154
52;12.749583163510705;14.16424732922166
53;12.685010796544999;14.111254430389803
54;12.623203668381077;14.062198649892865
55;12.56834693473161;14.017819692771333
56;12.51657214904253;13.97623421775775
57;12.470140810727296;13.938703916569883
58;12.42678349218407;13.904820484816682
59;12.387345636928037;13.87527419660193
60;12.349918435078811;13.845720133155433
61;12.317702949831942;13.822976199884433
62;12.286402593255517;13.800340462275358
63;12.256083612665087;13.777684117439783
64;12.230175570964787;13.75797601236706
65;12.205305304883574;13.73869651608445
66;12.181957617085802;13.72144380870901
67;12.161755243493015;13.707769755091254
68;12.140376829232688;13.692220112904037
69;12.120016762186536;13.676982276534345
70;12.101604849145492;13.663489451178075
71;12.084726110603407;13.652149690522698
72;12.070173136921534;13.641533209662885
73;12.054754841197006;13.633682826409393
74;12.041884224720643;13.624283224927344
75;12.029692411599436;13.616458549643474
76;12.019000543602484;13.608479125276254
77;12.007748678631945;13.601149272655443
78;11.996110029335098;13.595048546047448
79;11.985633460656814;13.587618973953445
80;11.975831969136754;13.581451192847581
81;11.966443749355882;13.575083710344085
82;11.956987016318212;13.568477098622322
83;11.94905076501482;13.563570663566894
84;11.940477430539735;13.558316612840587
85;11.933008415787127;13.5547612348497
86;11.924978722437555;13.550699151729603
87;11.916515455880766;13.545596117383386
88;11.908089661260378;13.54185224826382
89;11.899127997188113;13.538459606366036
90;11.892450130529156;13.534902810083501
91;11.884822781176869;13.528915324194275
92;11.878384771312406;13.526845720618336
93;11.871342848753235;13.523855593311595
94;11.864058395268291;13.520230745227144
95;11.855996563592456;13.51589375813334
96;11.851027800486666;13.512777366332234
97;11.84384616085554;13.506395268537007
98;11.837062049990537;13.502800417589082
99;11.83084522834606;13.498800126735537
100;11.825537473988783;13.495110144301051
101;11.820914963023375;13.49307133484946
102;11.815263726314956;13.490779475623729
103;11.80844384723549;13.482810393026629
104;11.80241369727337;13.479222387409468
105;11.79823525275936;13.477675297560877
106;11.794372145078066;13.476364094167774
107;11.790298501399116;13.474414852432812
108;11.78558161484199;13.47284686237433
109;11.780501701460874;13.468143493179864
110;11.776355144457865;13.467210934543143
111;11.771701244742037;13.464828991001788
112;11.76768705602444;13.463348546679322
113;11.76336421157867;13.459925933708254
114;11.75878072767985;13.456226988925362
115;11.754691294394407;13.45441661383782
116;11.750924475302684;13.451398922108833
117;11.746747164407232;13.44920867627883
118;11.743573109020469;13.447604194660801
119;11.740828456743925;13.446764080019573
120;11.734448163271335;13.443734474424994
121;11.7301403364815;13.440835489940401
122;11.72523298236044;13.436539611391849
123;11.721032654518872;13.435186133661489
124;11.717985511355252;13.433220712664568
125;11.714619910290951;13.431479525243915
126;11.71053759938584;13.428836060584828
127;11.70791659353021;13.428128751994205
128;11.704841746157191;13.427483933106307
129;11.701863708656756;13.42730570923134
130;11.698370652368256;13.426602999207494
131;11.69377515246221;13.426008304244897
132;11.690583240715481;13.42363138830513
133;11.68618539019279;13.422710204270107
134;11.683651476926617;13.421474484463713
135;11.68000953486026;13.418260824994327
136;11.6764429818647;13.417242643870189
137;11.672319046950225;13.41402073231178
138;11.6678377313657;13.411362328099557
139;11.664673106000365;13.409304822268144
140;11.661660431033495;13.406942837153121
141;11.658218909087395;13.40631830047888
142;11.654731503176237;13.404479028592013
143;11.651063962819252;13.40350709921524
144;11.647292398505183;13.402188213421631
145;11.644828062804363;13.400254607288723
146;11.641809380139284;13.399293027678638
147;11.638141693696234;13.399223975423432
148;11.634893938840447;13.398377417000498
149;11.63241301026956;13.397718803590765
150;11.628979422568403;13.396638522238073
151;11.625631287719202;13.395495904151494
152;11.622442065566377;13.393734461241195
153;11.619200409016756;13.391506208981449
154;11.61704346369533;13.390420734596471
155;11.613934065895918;13.387481194983906
156;11.611006170177548;13.385658962124923
157;11.608364440938864;13.38438611054859
158;11.605355522060508;13.383866779646556
159;11.601857477072905;13.382464869648985
160;11.599832985792027;13.382134962024027
161;11.595831541263893;13.38062530681541
162;11.594151932739523;13.380438775534408
163;11.591584323595942;13.37953382714745
164;11.589043306507907;13.378588261439997
165;11.5860306844654;13.377882138539587
166;11.582930055489236;13.377455202140588
167;11.580773807391552;13.376738772247052
168;11.578788161093724;13.37549923229255
169;11.576450896658509;13.374673804909653
170;11.573772328833982;13.373464822678852
171;11.570138801899159;13.373146651294597
172;11.56715768563759;13.3721715903636
173;11.563406610618859;13.37053308871058
174;11.560981921545553;13.36891062046276
175;11.558543546796296;13.368855936691723
176;11.55670871715004;13.368276189519174
177;11.555218060515116;13.367748969451833
178;11.55222474385202;13.365751411435397
179;11.549191967483793;13.364009980942134
180;11.545675147489737;13.362349534657316
181;11.542310765517795;13.360699568985023
182;11.538859166028045;13.359771908130236
183;11.536382229336962;13.35954789189064
184;11.533951859148745;13.359585085686664
185;11.531776767371946;13.359314038869801
186;11.529894085946413;13.359387572619218
187;11.526542275503036;13.358128037490753
188;11.523210638040116;13.358102811371877
189;11.520768675736416;13.358606897152868
190;11.517936108999589;13.356472846572009
191;11.515452467435923;13.354222124883341
192;11.51375010976397;13.354070295494347
193;11.511885207939125;13.354000581703666
194;11.509615520461448;13.35378758884937
195;11.506994193438288;13.353731132342508
196;11.50462072010146;13.353283321139731
197;11.502089181598837;13.352275584083989
198;11.499523974157725;13.350549080169957
199;11.49767089481531;13.350078487855823
200;11.49522969019319;13.349464126016283
201;11.493693956319582;13.348574192431526
202;11.4914551362479;13.34807357871601
203;11.488119952174003;13.346826669431062
204;11.485622790821115;13.346015302820804
205;11.482470288552967;13.345187195845185
206;11.48010368535456;13.344987757753545
207;11.47709785591253;13.344869634216574
208;11.474458038940408;13.344250752509362
209;11.472556215760077;13.3440384600565
210;11.470871834554174;13.34301204688859
211;11.468468308583166;13.341594285509409
212;11.466472069608205;13.339768781474309
213;11.463650001684497;13.339024208928697
214;11.46227524844644;13.339094429161069
215;11.459178349336165;13.337914765833856
216;11.458076447002796;13.337411610896599
217;11.455495622466037;13.335107561140424
218;11.453530367173133;13.334708380465917
219;11.450359718183014;13.33355403005079
220;11.44821442163238;13.332862656942627
221;11.445491205020502;13.332590638488456
222;11.443642241810162;13.331233890349504
223;11.440432019580326;13.330679927273144
224;11.437613735861031;13.329220576363527
225;11.435331526807127;13.328539691228324
226;11.432202459903603;13.327182959244212
227;11.430666697014852;13.326973823393244
228;11.428698504867237;13.326110246138654
229;11.426378081364321;13.324874140421846
230;11.424374487752562;13.324199462924197
231;11.422515883863959;13.323423155758714
232;11.419974591388973;13.322091197058489
233;11.417040088676872;13.32079083340419
234;11.415259456052778;13.320874869972739
235;11.413542599173434;13.320579882131073
236;11.411436650545166;13.319303384153768
237;11.409937248754296;13.319067109270252
238;11.407082056503922;13.317786177734867
239;11.405109794330082;13.317002205730029
240;11.402605584864288;13.315024058091296
241;11.39924395989874;13.312546669944137
242;11.397442729253532;13.311035129492643
243;11.395022378448003;13.310555845658953
244;11.39290052902836;13.310899112468261
245;11.390954336068551;13.310547263875298
246;11.38888210178036;13.308825646179933
247;11.387019042333135;13.30834070368952
248;11.384592016004293;13.307516690085837
249;11.383449890559309;13.307406817750191
250;11.380247225242996;13.307139429330695
251;11.377527820689119;13.306097292849367
252;11.375278187844033;13.30477476080001
253;11.373463787682509;13.304727969689448
254;11.370726687188034;13.305064518599721
255;11.36840202284286;13.304832712864789
256;11.366230984049144;13.304099493319907
257;11.364421840511811;13.30383117981597
258;11.362226806383307;13.303592054260905
259;11.360839333248743;13.303442652271114
260;11.358207360665919;13.303322013233123
261;11.356339268888098;13.30315758175055
262;11.354049666261487;13.303489877219357
263;11.351061892270014;13.302783632091469
264;11.349580459004668;13.30274842618606
265;11.34782682189559;13.30301075087605
266;11.346071571365734;13.303097046410915
267;11.343434382021401;13.302070050301873
268;11.34098952282632;13.301587437789706
269;11.33933171410001;13.301302327508605
270;11.336476652775263;13.299278040537569
271;11.33288127976437;13.298480522566608
272;11.330802457353256;13.297663629051911
273;11.328301988965109;13.295775390786929
274;11.32619991382781;13.295171407205006
275;11.325311456903847;13.294960049428182
276;11.323246040717034;13.294958760650944
277;11.321873520904294;13.294439802862563
278;11.319898073739791;13.29389633611241
279;11.317819558076103;13.293689684031818
280;11.315876155000232;13.29331460874348
281;11.314299474329438;13.293715462013497
282;11.312530943545859;13.293513962791641
283;11.310621194247753;13.291829670726813
284;11.308381596817446;13.291543921433925
285;11.306255611459868;13.290168371580902
286;11.304778635738346;13.28986109872462
287;11.302908900214097;13.288520618368368
288;11.301028522746492;13.288470761409132
289;11.299464597397783;13.288451850099797
290;11.297260986757548;13.288545116978073
291;11.29511942391166;13.286792707750834
292;11.29286056772155;13.285628175565245
293;11.290872400456276;13.285579167542979
294;11.288407612158425;13.284601978622517
295;11.286353885468264;13.284412809242825
296;11.284116220376125;13.283546035090945
297;11.282057662513035;13.28338823827462
298;11.279992877913783;13.282631045456297
299;11.277919162173584;13.282395838219232
